RowNumber|Name|ManufacturerName|ModelNumber|ModelName|EntryID|Cat|IsMatched|CatDesc|Record
10142|HOLMIUM LASER|DORNIER MEDTECH|MEDILAS H20||||N||1
10143|Surgical Ho:YAG laser system|Dornier Medtech|MEDILAS H30||||N||1
10144|LASER DELIVERY SYSTEM|DORNIER MEDTECH|MEDILAS H30 WL||||N||1
10145|LASER, SURGICAL|DORNIER MEDTECH|MEDILASE H20||||N||1
10146|LASER DELIVERY SYSTEM|DORNIER MEDTECH|MEDILASE H20||||N||1
10147|SKULL CLAMP|DORO|1001.001 / QR3||||N||1
10148|QUICK CLAMP FOR QUICK RAIL|DORO|1203.001 / LUNA||||N||1
10149|COUPLING|DORO|1203.002 / LUNA||||N||1
10150|ROD|DORO|1203.003 / LUNA||||N||1
10151|CURVE|DORO|1203.004 / LUNA||||N||1
10152|NAVIGATION ADAPTOR|DORO|1204.002||||N||1
10153|ADJUSTABLE BASE UNIT|DORO|3001-00||||N||1
10154|SWIVEL ADAPTOR|DORO|3002-00||||N||1
10155|FLEXIBLE ROTARY ARM|DORO|COBRA / 1201.006||||N||1
10156|BATTERY CHARGER - DORO|DORO|PA875||||N||1
10157|HEADREST SURGICAL|DORO|PMI 3003-00|DORO SKULL CLAMP|||N||1
10158||Downes Surgical|CAUTERISER||||N||1
10159|ELECTROCAUTERY SYSTEM, LINE-POWERED|DOWNS|125||||N||1
10160|LIGHT SOURCE FIBREOPTIC|Downs|150||||N||1
10161|LIGHT SOURCE (SURGICAL)|DOWNS|1554||||N||1
10162|LIGHT SOURCE (SURGICAL)|DOWNS|175||||N||1
10163|LIGHT SOURCE (SURGICAL)|DOWNS|2150||||N||1
10164|LIGHT SOURCE (SURGICAL)|DOWNS|75||||N||1
10165|LIGHT SOURCE (SURGICAL)|DOWNS|MK2||||N||1
10166|LIGHT SOURCE (SURGICAL)|DOWNS|MK-II||||N||1
10167|DETECTOR, FOETAL HEART|DOWNS|NONE (CLASS 1)||||N||1
10168|LIGHT SOURCE (SURGICAL)|DOWNS|NONE (CLASS 1)||||N||1
10169|LIGHT SOURCE|DOWNS SURGICAL|2150||||N||1
10170|LIGHT SOURCE|DOWNS SURGICAL INC|2150||||N||1
10171|LIGHT SOURCE|DOWNS SURGICAL INC|XENON||||N||1
10172|STIMULATOR, Nerve|Dr|AI-T2407||||N||1
10173|LIGHTS, SURGICAL|DR MACH|MACH130||||N||1
10174|LIGHTS, SURGICAL|DR MACH|MACH130F||||N||1
10175||Draeger|2M60000|Babyleo TN500|||N||1
10176||Draeger|4000||||N||1
10177||Draeger|4200||||N||1
10178||Draeger|8004||||N||1
10179||Draeger|8415000|Babylog VN500|||N||1
10180|ANESTHESIA UNIT|DRAEGER|8607300||||N||1
10181||Draeger|8621500|Atlan A350|||N||1
10182||Draeger|8621600|Atlan A350|||N||1
10183|INCUBATOR|DRAEGER|BABYLEO TN500||||N||1
10184||Draeger|Babylog 8000||||N||1
10185|MONITORING SYSTEM, PHYSIOLOGIC, ACUTE CARE|DRAEGER|C500||||N||1
10186||Draeger|C700||||N||1
10187|MONITORING SYSTEM, PHYSIOLOGIC, ACUTE CARE|DRAEGER|C700||||N||1
10188||Draeger|CF800||||N||1
10189|VENTILATOR, CPAP|DRAEGER|CF-800||||N||1
10190||Draeger|Delta XL||||N||1
10191||Draeger|D-Vapor||||N||1
10192||Draeger|D-Vapor 3000||||N||1
10193||Draeger|Fabius MRI||||N||1
10194||Draeger|Fabius Plus||||N||1
10195|ANESTHESIA UNIT|DRAEGER|FABIUS TIRO||||N||1
10196|MONITOR, BEDSIDE, ELECTROENCEPHALOGRAPHY|DRAEGER|INFINITY BISX POD||||N||1
10197|MONITOR, BEDSIDE, PHYSIOLOGIC, MODULAR|DRAEGER|INFINITY C700||||N||1
10198|MONITOR, BEDSIDE, PHYSIOLOGIC|DRAEGER|INFINITY DELTA XL||||N||1
10199|DATA INTERFACE UNIT, PHYSIOLOGIC MONITOR/COMPUTER|DRAEGER|INFINITY DOCK||||N||1
10200||Draeger|Infinity Docking Station||||N||1
10201|PHYSIOLOGIC MONITOR MODULE, CARDIAC OUTPUT|DRAEGER|INFINITY HEMOMED||||N||1
10202|DOCKING/CHARGING STATIONS, PHYSIOLOGIC MONITOR|DRAEGER|INFINITY M500||||N||1
10203|DOCKING STATION|DRAEGER|INFINITY M540||||N||1
10204||Draeger|JM-103||||N||1
10205|JAUNDICE METER|DRAEGER|JM-103||||N||1
10206|JAUNDICE METER|DRAEGER|JM-105||||N||1
10207||Draeger|Kappa||||N||1
10208|JAUNDICE METER|DRAEGER|MBJ20||||N||1
10209|ANESTHESIA UNIT|DRAEGER|MK06000||||N||1
10210||Draeger|MK31500|Infinity C500|||N||1
10211||Draeger|MK31501|Infinity C500|||N||1
10212|MONITOR, BEDSIDE, PHYSIOLOGIC, MODULAR|DRAEGER|MK32500||||N||1
10213||Draeger|MK32500|Infinity C500|||N||1
10214|MONITORING SYSTEM, PHYSIOLOGIC, ACUTE CARE|DRAEGER|MS20401||||N||1
10215||Draeger|MS20401|Infinity M540|||N||1
10216||Draeger|MS20407|Infinity M500|||N||1
10217|PHYSIOLOGIC MONITOR MODULE, CARDIAC OUTPUT|DRAEGER|MS20725||||N||1
10218|ADAPTER CABLES, PRESSURE TRANSDUCER|DRAEGER|MS20783||||N||1
10219||Draeger|MS22277|P2500|||N||1
10220||Draeger|MS25510|Infinity C500|||N||1
10221||Draeger|MS25707||||N||1
10222||Draeger|MS26800-18||||N||1
10223||Draeger|MS27003-07||||N||1
10224|PHYSIOLOGIC MONITOR MODULE, PULSE OXIMETRY|DRAEGER|MS28963||||N||1
10225||Draeger|MS28965|Infinity Rainbow|||N||1
10226|MODULE, CO2|DRAEGER|MS32641||||N||1
10227||Draeger|MS32641|Infinity MCable Microstream CO2|||N||1
10228||Draeger|MU20100|Bililux|||N||1
10229||Draeger|MU20105|JM-105|||N||1
10230||Draeger|MU26079|BiliLux Radiometer|||N||1
10231||Draeger|Oxylog||||N||1
10232||Draeger|Oxylog 2000||||N||1
10233|VENTILATORS, TRANSPORT|DRAEGER|OXYLOG 2000||||N||1
10234|VENTILATOR TRANSPORT|DRAEGER|OXYLOG 3000||||N||1
10235||Draeger|Oxylog 3000|2M86955|||N||1
10236|VENTILATORS, TRANSPORT|DRAEGER|OXYLOG 3000||||N||1
10237||Draeger|Oxylog 3000 Plus|5704811|||N||1
10238|Ventilator, Transport|Draeger|Oxylog 3000 Plus||||N||1
10239|VENTILATORS, TRANSPORT|DRAEGER|OXYLOG 3000 PLUS||||N||1
10240|VENTILATOR TRANSPORT|DRAEGER|OXYLOG 3000 PLUS||||N||1
10241|POWER SYSTEM, UNINTERRUPTIBLE|DRAEGER|P2500||||N||1
10242|DISPLAY, PATIENT MONITOR|DRAEGER|PC210350R||||N||1
10243||Draeger|PC22012R||||N||1
10244||Draeger|Perseus|A500|||N||1
10245|ANAESTHETIC MACHINE|DRAEGER|PRIMUS||||N||1
10246|ANESTHESIA UNIT|DRAEGER|PRIMUS||||N||1
10247||Draeger|Primus||||N||1
10248||Draeger|Primus Infinity||||N||1
10249||Draeger|PS250||||N||1
10250||Draeger|R50-N||||N||1
10251||Draeger|SCIO||||N||1
10252|STIMULATORS, ELECTRICAL, NEUROMUSCULAR|DRAEGER|TOFMU||||N||1
10253|ANESTHESIA UNIT VAPORIZER|DRAEGER|VAPOR 3000 DES||||N||1
10254|ANESTHESIA UNIT VAPORIZER|DRAEGER|VAPOR 3000 SEVO||||N||1
10255|Docking Station, Monitor|Draeger Australia Pty Ltd|5594887 EE56U||||N||1
10256|MODULE, CO2|Draeger Australia Pty Ltd|6871990||||N||1
10257|VENTILATOR, INFANT|Draeger Australia Pty Ltd|8001||||N||1
10258|Incubator, Infant, Control Unit|Draeger Australia Pty Ltd|C2000||||N||1
10259|Incubator, Infant, Control Unit|Draeger Australia Pty Ltd|C2PS-1||||N||1
10260|Incubator, Infant, Stationary|Draeger Australia Pty Ltd|CALEO||||N||1
10261|MONITOR, ECG, RESP, NIBP, SpO2|Draeger Australia Pty Ltd|DELTA||||N||1
10262|MONITOR, ECG, PRESS, NIBP, SpO2|Draeger Australia Pty Ltd|DELTA||||N||1
10263|MONITOR, ECG, NIBP, SpO2|Draeger Australia Pty Ltd|DELTA||||N||1
10264|MONITOR, ECG, PRES, NIBP, SpO2, TEMP, CO2|Draeger Australia Pty Ltd|DELTA||||N||1
10265|Telemetry, Transmitter, ECG|Draeger Australia Pty Ltd|E521U||||N||1
10266|MODULE, CO2|Draeger Australia Pty Ltd|E525U||||N||1
10267|Docking Station, Monitor|Draeger Australia Pty Ltd|E546U||||N||1
10268|VENTILATOR|Draeger Australia Pty Ltd|Evita 4||||N||1
10269|VENTILATOR|Draeger Australia Pty Ltd|Evita V300||||N||1
10270|Light, Examination|Draeger Australia Pty Ltd|G98770-01||||N||1
10271|MONITOR, ECG, NIBP, PULSE, TEMP, RECORD|Draeger Australia Pty Ltd|GAMMA XXL||||N||1
10272|Docking Station, Monitor|Draeger Australia Pty Ltd|INFINITY DOCKING STATION E546U||||N||1
10273|MONITOR, ECG, NIBP, PULSE, TEMP, RECORD|Draeger Australia Pty Ltd|INFINITY GAMMA MS18984||||N||1
10274|Monitor, Multitrace|Draeger Australia Pty Ltd|INFINITY GAMMA XXL||||N||1
10275|MONITOR, ECG, NIBP, SpO2, TEMP, CO2|Draeger Australia Pty Ltd|Infinity M540||||N||1
10276|MONITOR, ECG, NIBP, SpO2|Draeger Australia Pty Ltd|Infinity M540||||N||1
10277|METER, JAUNDICE|Draeger Australia Pty Ltd|JM-103||||N||1
10278|METER, JAUNDICE|Draeger Australia Pty Ltd|JM-105||||N||1
10279|CHARGER, BATTERY, DIAGNOSTIC SET|Draeger Australia Pty Ltd|JM-A30||||N||1
10280|Docking Station, Monitor|Draeger Australia Pty Ltd|JM-A33||||N||1
10281|Docking Station, Monitor|Draeger Australia Pty Ltd|M500||||N||1
10282|MODULE, SpO2|Draeger Australia Pty Ltd|MS23997||||N||1
10283|VENTILATOR, PORTABLE|Draeger Australia Pty Ltd|OXYLOG 1000||||N||1
10284|VENTILATOR, PORTABLE|Draeger Australia Pty Ltd|OXYLOG 2000||||N||1
10285|Ventilator, Portable|Draeger Australia Pty Ltd|OXYLOG 2000 Plus||||N||1
10286|VENTILATOR, PORTABLE|Draeger Australia Pty Ltd|OXYLOG 3000||||N||1
10287|VENTILATOR, PORTABLE|Draeger Australia Pty Ltd|Oxylog 3000 Plus||||N||1
10288|PRINTER|Draeger Australia Pty Ltd|R50-N||||N||1
10289|PRINTER|Draeger Australia Pty Ltd|R50UNI||||N||1
10290|Battery Charger|Draeger Australia Pty. Ltd.|100523-04||||N||1
10291|DOCKING STATION|DRAEGER MEDICAL|5206110||||N||1
10292|NEONATAL RESUS|DRAEGER MEDICAL|82VHA-1C||2000180|4|Y|4 Modelnum matched|1
10293|VENTILATOR|DRAEGER MEDICAL|Babylog VN800||||N||1
10294|NEONATAL OVERHEATER|DRAEGER MEDICAL|BABYTHERM 8004||||N||1
10295|INCUBATOR|DRAEGER MEDICAL|BABYTHERM 8010||||N||1
10296|INCUBATOR|DRAEGER MEDICAL|C2HS-1C/SERIES3||||N||1
10297|CHARGER|DRAEGER MEDICAL|E530U||||N||1
10298|VENTILATOR|DRAEGER MEDICAL|EVITA 4||||N||1
10299|VENTILATOR|DRAEGER MEDICAL|EVITA INFINITY V500||||N||1
10300|VENTILATOR|DRAEGER MEDICAL|EVITA XL||||N||1
10301|ANAESTHETIC MACHINE|DRAEGER MEDICAL|FABIUS||||N||1
10302|NEONATAL RESUS|DRAEGER MEDICAL|GSDTC3||||N||1
10303|RESUS TROLLEY|DRAEGER MEDICAL|GSTDTC3-1||||N||1
10304|PATIENT MONITOR|DRAEGER MEDICAL|INFINITY||||N||1
10305|POWER SUPPLY|DRAEGER MEDICAL|INFINITY 2500||||N||1
10306|SLAVE MONITOR, PT MONITORING|DRAEGER MEDICAL|INFINITY C500||||N||1
10307|VENTILATOR DISPLAY|DRAEGER MEDICAL|INFINITY C500||||N||1
10308|PATIENT MONITOR|DRAEGER MEDICAL|INFINITY C500||||N||1
10309|SLAVE MONITOR, PT MONITORING|DRAEGER MEDICAL|INFINITY C700||||N||1
10310|PATIENT MONITOR|DRAEGER MEDICAL|INFINITY DELTA||||N||1
10311|DOCKING STATION|DRAEGER MEDICAL|INFINITY DELTA DOCKING STATION||||N||1
10312|PATIENT MONITOR|DRAEGER MEDICAL|INFINITY GAMMA XL||||N||1
10313|PATIENT MONITOR|DRAEGER MEDICAL|INFINITY M540||||N||1
10314|PT MONITOR, MULTIPARAMETER|DRAEGER MEDICAL|INFINITY M540||||N||1
10315|RECORDER- 50MM STRIP|DRAEGER MEDICAL|INFINITY R50-N||||N||1
10316|STRIP RECORDER|DRAEGER MEDICAL|INFINITY R50-N||||N||1
10317|PT MODULE, MOUNTING KIT|DRAEGER MEDICAL|INFINITY RAINBOW MOUNT KIT||||N||1
10318|DOCKING STATION|DRAEGER MEDICAL|INIFINITY DELTA||||N||1
10319|DOCKING STATION|DRAEGER MEDICAL|INIFINITY DOCKING||||N||1
10320|INCUBATOR|DRAEGER MEDICAL|ISOLETTE 8000||||N||1
10321|JAUNDICE METER|DRAEGER MEDICAL|JM-103||||N||1
10322|DOCKING STATION|DRAEGER MEDICAL|JM-103||||N||1
10323|JAUNDICE METER|DRAEGER MEDICAL|JM-105||||N||1
10324|DOCKING STATIONS|DRAEGER MEDICAL|JMA30||||N||1
10325|DOCKING STATION|DRAEGER MEDICAL|JMA30||||N||1
10326|DOCKING STATION|DRAEGER MEDICAL|JM-A30||||N||1
10327|DOCKING STATIONS|DRAEGER MEDICAL|JMA33||||N||1
10328|JAUNDICE METER BASE|DRAEGER MEDICAL|JM-A33||||N||1
10329|RESUS TROLLEY|DRAEGER MEDICAL|MU 22240||||N||1
10330|SENSOR MODULE ASSEMBLY|DRAEGER MEDICAL|MU12301||||N||1
10331|DOCKING STATION|DRAEGER MEDICAL|MU19528||||N||1
10332|VENTILATOR|DRAEGER MEDICAL|OXYLOG 2000||||N||1
10333|VENTILATOR|DRAEGER MEDICAL|OXYLOG 3000||||N||1
10334|VENTILATOR|DRAEGER MEDICAL|OXYLOG 3000 PLUS||||N||1
10335|ANAESTHETIC MACHINE|DRAEGER MEDICAL|PERSEUS||||N||1
10336|ANAESTHETIC MACHINE|DRAEGER MEDICAL|PERSEUS A500||||N||1
10337|"POWER STATION ||"|DRAEGER MEDICAL|POWER STATION II||||N||1
10338|POWER STATION 2|DRAEGER MEDICAL|POWER STATION II||||N||1
10339|POWER STATION 2|DRAEGER MEDICAL|POWER STATION III||||N||1
10340|ANAESTHETIC MACHINE|DRAEGER MEDICAL|PRIMUS||||N||1
10341|ANAESTHETIC MACHINE|DRAEGER MEDICAL|PRIMUS IE||||N||1
10342|NEONATAL RESUS|DRAEGER MEDICAL|RW82-IC||||N||1
10343|DRAEGER RESUSCITAIRE|Draeger Medical|RW82VHA-1C||||N||1
10344|DRAGER 'RESUSCITAIRE'|Draeger Medical|RW82VHA-1C||||N||1
10345|RESUS TROLLEY|DRAEGER MEDICAL|RW82VHA-1C||||N||1
10346|VENTILATOR|DRAEGER MEDICAL|SAVINA||||N||1
10347|VENTILATOR|DRAEGER MEDICAL|VN 500||||N||1
10348|SCALES, Electronic|Draeger Medical Aust. P/L|2M60139||||N||1
10349|INCUBATOR, Infant, Control Unit|Draeger Medical Aust. P/L|8000||||N||1
10350|AIR COMPRESSOR, Medical Air|Draeger Medical Aust. P/L|AIR QUALITY TESTING||||N||1
10351|VENTILATOR, Infant|Draeger Medical Aust. P/L|Babylog 8000||||N||1
10352|VENTILATOR, Infant|Draeger Medical Aust. P/L|Babylog VN500||||N||1
10353|LIGHT, Ultaviolet, Phototherapy|Draeger Medical Aust. P/L|BiliLux||||N||1
10354|INCUBATOR, Infant, Undercarriage|Draeger Medical Aust. P/L|C2PS-1||||N||1
10355|INCUBATOR, Infant, Control Unit|Draeger Medical Aust. P/L|C2VHA-1||2000150|3|Y|3 Name ModelNum matched|1
10356|PUMP, Air, CPAP|Draeger Medical Aust. P/L|CF800||||N||1
10357|VAPOURISER, Desflurane|Draeger Medical Aust. P/L|D-VAPOR||||N||1
10358|VENTILATOR|Draeger Medical Aust. P/L|Evita 4||||N||1
10359|VENTILATOR|Draeger Medical Aust. P/L|Evita 4 Training Unit-Not For Clinical Use||||N||1
10360|VENTILATOR|Draeger Medical Aust. P/L|Evita XL||||N||1
10361|INCUBATOR, Infant, Undercarriage|Draeger Medical Aust. P/L|I8KP-1||||N||1
10362|METER, Jaundice|Draeger Medical Aust. P/L|JM-103||||N||1
10363|METER, Jaundice|Draeger Medical Aust. P/L|JM-105||||N||1
10364|DOCKING STATION- Jaundice Meter|Draeger Medical Aust. P/L|JM-105||||N||1
10365|VENTILATOR, Portable|Draeger Medical Aust. P/L|Oxylog 1000||||N||1
10366|VENTILATOR, Portable|Draeger Medical Aust. P/L|Oxylog 2000||||N||1
10367|VENTILATOR, Portable|Draeger Medical Aust. P/L|Oxylog 3000||||N||1
10368|VENTILATOR, Portable|Draeger Medical Aust. P/L|Oxylog 3000 Plus||||N||1
10369|LIGHT, Ultaviolet, Phototherapy|Draeger Medical Aust. P/L|Phototherapy 4000||||N||1
10370|INCUBATOR, Infant|Draeger Medical Aust. P/L|TN500||||N||1
10371|LIGHT, Ultaviolet, Phototherapy|Draeger Medical Australia P/L|4000||||N||1
10372|MEDICAL AIR TEST KIT|Draeger Medical Australia P/L|6526098||||N||1
10373|VENTILATOR|Draeger Medical Australia P/L|EVITA 4||||N||1
10374|VENTILATOR|Draeger Medical Australia P/L|EVITA V300||||N||1
10375|METER, Jaundice|Draeger Medical Australia P/L|JM-105||||N||1
10376|Medical Gas Pendant, Ceiling Mount|Draeger Medical Australia P/L|MODUTEC||||N||1
10377|Medical Gas Pendant, Ceiling Mount|Draeger Medical Australia P/L|MODUTEC PLG-11||||N||1
10378|Medical Gas Pendant, Ceiling Mount|Draeger Medical Australia P/L|MZ230271||||N||1
10379|Medical Gas Pendant, Ceiling Mount|Draeger Medical Australia P/L|MZ30272||||N||1
10380|Medical Gas Pendant, Ceiling Mount|Draeger Medical Australia P/L|MZ30273||||N||1
10381|Medical Gas Pendant, Ceiling Mount|Draeger Medical Australia P/L|MZ30274||||N||1
10382|VENTILATOR, Portable|Draeger Medical Australia P/L|OXYLOG 2000||||N||1
10383|VENTILATOR, Portable|Draeger Medical Australia P/L|OXYLOG 3000||||N||1
10384|VENTILATOR, Portable|Draeger Medical Australia P/L|OXYLOG 3000 PLUS||||N||1
10385|RESUSCITATION UNIT, Neonatal|Draeger Medical Australia P/L|Resuscitaire||||N||1
10386|INCUBATOR, Infant, Transport|Draeger Medical Australia P/L|TI500-1C||||N||1
10387|VENTILATOR|Draeger Medical Australia P/L|V800||||N||1
10388|VENTILATOR, Neonatal|Draeger Medical Australia P/L|VN500||||N||1
10389|Ventilator - Portable|DRAEGER MEDICAL AUSTRALIA PTY LTD|3000||||N||1
10390|EBME01089 - Ventilator - Portable|DRAEGER MEDICAL AUSTRALIA PTY LTD|3000||||N||1
10391|POWER SUPPLY, CHARGER UNIT|DRAEGER MEDICAL AUSTRALIA PTY LTD|5704750-07||||N||1
10392|VENTILATOR TRANSPORT|DRAEGER MEDICAL AUSTRALIA PTY LTD|5704811||||N||1
10393|Ventilator - Portable|DRAEGER MEDICAL AUSTRALIA PTY LTD|5704811||||N||1
10394|Ventilator|DRAEGER MEDICAL AUSTRALIA PTY LTD|5704811||||N||1
10395|Sensor, Capnograph, Smartcare|Draeger Medical Australia Pty Ltd|6871500||||N||1
10396|Sensor, Capnograph|Draeger Medical Australia Pty Ltd|6871500-02||||N||1
10397|Sensor, Capnograph|Draeger Medical Australia Pty Ltd|6871950||||N||1
10398|Sensor, Capnograph|Draeger Medical Australia Pty Ltd|6871950-06||||N||1
10399|Sensor, Capnograph|Draeger Medical Australia Pty Ltd|6871950-08||||N||1
10400|Sensor, Capnograph|Draeger Medical Australia Pty Ltd|6871950-17||||N||1
10401|CAPNOGRAPH|DRAEGER MEDICAL AUSTRALIA PTY LTD|7862696E559U||||N||1
10402|INCUBATOR, NEONATAL|DRAEGER MEDICAL AUSTRALIA PTY LTD|8000 IC||||N||1
10403|BB71460 - Ventilator - Infant|DRAEGER MEDICAL AUSTRALIA PTY LTD|8000 PLUS||||N||1
10404|Block, Exhalation, Evita Xl|Draeger Medical Australia Pty Ltd|8410580-10||||N||1
10405|Ventilator - Portable|DRAEGER MEDICAL AUSTRALIA PTY LTD|8413950||||N||1
10406|Monitor, Video, Touch|Draeger Medical Australia Pty Ltd|8414822||||N||1
10407|Block, Ventilator, Babylog|Draeger Medical Australia Pty Ltd|8415270||||N||1
10408|Ventilator, Time Cycled|Draeger Medical Australia Pty Ltd|8416000||||N||1
10409|Monitor, Video, Lcd|Draeger Medical Australia Pty Ltd|8417275||||N||1
10410|Battery Pack|Draeger Medical Australia Pty Ltd|8418950||||N||1
10411|Ventilator|DRAEGER MEDICAL AUSTRALIA PTY LTD|8420440||||N||1
10412|Ventilator - Intensive Care|DRAEGER MEDICAL AUSTRALIA PTY LTD|8420440||||N||1
10413|VENTILATOR INFANT|DRAEGER MEDICAL AUSTRALIA PTY LTD|8422200||||N||1
10414|Ventilator - Intensive Care|DRAEGER MEDICAL AUSTRALIA PTY LTD|8422500||||N||1
10415|Module, Ecg/Nibp/Sp02/P1/P2/T1/T2|Draeger Medical Australia Pty Ltd|AB40270||||N||1
10416|Ventilator - Infant|DRAEGER MEDICAL AUSTRALIA PTY LTD|BABYLOG 8000||||N||1
10417|VENTILATOR INFANT|DRAEGER MEDICAL AUSTRALIA PTY LTD|BABYLOG 8000||||N||1
10418|Ventilator, Time Cycled|Draeger Medical Australia Pty Ltd|BABYLOG 8000+||||N||1
10419|VENTILATOR INFANT|DRAEGER MEDICAL AUSTRALIA PTY LTD|BABYLOG VN500||||N||1
10420|Warmer, Infant, Resus|Draeger Medical Australia Pty Ltd|BABYTHERM 8010||||N||1
10421|INCUBATORS, INFANT|DRAEGER MEDICAL AUSTRALIA PTY LTD|C2HS-1C/SERIES3||||N||1
10422|MNME00095, Carina ventilator|DRAEGER MEDICAL AUSTRALIA PTY LTD|CARINA||||N||1
10423|MAME00090 - Ventilator|DRAEGER MEDICAL AUSTRALIA PTY LTD|CARINA||||N||1
10424|CRME00129 - Ventilator|DRAEGER MEDICAL AUSTRALIA PTY LTD|CARINA||||N||1
10425|Ventilator|DRAEGER MEDICAL AUSTRALIA PTY LTD|CARINA||||N||1
10426|MWME00207 - Ventilator|DRAEGER MEDICAL AUSTRALIA PTY LTD|CARINA||||N||1
10427|CPAP UNIT (CONTINUOUS POSITIVE AIRWAY PRESSURE)|DRAEGER MEDICAL AUSTRALIA PTY LTD|CF800||||N||1
10428|VAPORIZER, ANAESTHESIA, DESFLURANE|DRAEGER MEDICAL AUSTRALIA PTY LTD|D-Vapor 3000||||N||1
10429|Ventilator - Intensive Care|DRAEGER MEDICAL AUSTRALIA PTY LTD|Evita Infinity V500||||N||1
10430|EBME01012 - Ventilator - Intensive Care|DRAEGER MEDICAL AUSTRALIA PTY LTD|Evita Infinity V500||||N||1
10431|Ventilator, Time Cycled|Draeger Medical Australia Pty Ltd|EVITA XL||||N||1
10432|RESUSCITATION TABLE, INFANT|DRAEGER MEDICAL AUSTRALIA PTY LTD|GSDTC3-1||||N||1
10433|INFANT RESUS TROLLEY|DRAEGER MEDICAL AUSTRALIA PTY LTD|GSDTC3-1||||N||1
10434|Resuscitator|DRAEGER MEDICAL AUSTRALIA PTY LTD|GSDTC3-1||||N||1
10435|Ventilator|DRAEGER MEDICAL AUSTRALIA PTY LTD|INFINITY C500||||N||1
10436|INFINITY NETWORK INTERFACE, POWER SUPPLY|DRAEGER MEDICAL AUSTRALIA PTY LTD|INFINITY P2500||||N||1
10437|EBME00149 - INCUBATOR, NEONATAL|DRAEGER MEDICAL AUSTRALIA PTY LTD|ISOLETTE 8000||||N||1
10438|EBME00642 - INCUBATOR, NEONATAL|DRAEGER MEDICAL AUSTRALIA PTY LTD|ISOLETTE 8000||||N||1
10439|INCUBATOR, NEONATAL|DRAEGER MEDICAL AUSTRALIA PTY LTD|ISOLETTE 8000||||N||1
10440|EBME00655 - JAUNDICE METER|DRAEGER MEDICAL AUSTRALIA PTY LTD|JM103||||N||1
10441|JAUNDICE METER|DRAEGER MEDICAL AUSTRALIA PTY LTD|JM103||||N||1
10442|Meter, Bilirubin|Draeger Medical Australia Pty Ltd|JM103||||N||1
10443|JAUNDICE METER|DRAEGER MEDICAL AUSTRALIA PTY LTD|JM-103||||N||1
10444|Meter, Bilirubin|Draeger Medical Australia Pty Ltd|JM-103||||N||1
10445|Bilirubin IVDs |DRAEGER MEDICAL AUSTRALIA PTY LTD|JM-105||||N||1
10446|EBME00969 - JAUNDICE METER|DRAEGER MEDICAL AUSTRALIA PTY LTD|JM-105||||N||1
10447|Meter, Bilirubin|Draeger Medical Australia Pty Ltd|JM-105||||N||1
10448|Bilirubin Meter|DRAEGER MEDICAL AUSTRALIA PTY LTD|JM-105||||N||1
10449|JAUNDICE METER|DRAEGER MEDICAL AUSTRALIA PTY LTD|JM-105||||N||1
10450|Charger, Battery|Draeger Medical Australia Pty Ltd|JM-A30||||N||1
10451|Charger, Battery|Draeger Medical Australia Pty Ltd|JM-A33||||N||1
10452|PATIENT MONITOR FOR EVIITA V300|DRAEGER MEDICAL AUSTRALIA PTY LTD|MK31300-08||||N||1
10453|PATIENT MONITOR FOR EVITA V300|DRAEGER MEDICAL AUSTRALIA PTY LTD|MK31300-08||||N||1
10454|Monitor, Video, Touch|Draeger Medical Australia Pty Ltd|MK31500-08||||N||1
10455|Monitor, Video, Touch|Draeger Medical Australia Pty Ltd|MK31500-13||||N||1
10456|Monitor, Video, Touch|Draeger Medical Australia Pty Ltd|MK31500-14||||N||1
10457|Monitor, Video, Touch|Draeger Medical Australia Pty Ltd|MK31500-15||||N||1
10458|Monitor, Video, Touch|Draeger Medical Australia Pty Ltd|MS18746-18||||N||1
10459|Monitor, Video, Touch|Draeger Medical Australia Pty Ltd|MS18746-20||||N||1
10460|JAUNDICE METER|DRAEGER MEDICAL AUSTRALIA PTY LTD|MU19526||||N||1
10461|Ventilator - Portable|DRAEGER MEDICAL AUSTRALIA PTY LTD|OXYLOG 1000||||N||1
10462|VENTILATOR TRANSPORT|DRAEGER MEDICAL AUSTRALIA PTY LTD|OXYLOG 1000||||N||1
10463|WM00482 - Ventilator - Portable|DRAEGER MEDICAL AUSTRALIA PTY LTD|OXYLOG 1000||||N||1
10464|VENTILATOR TRANSPORT|DRAEGER MEDICAL AUSTRALIA PTY LTD|OXYLOG 2000 PLUS||||N||1
10465|Ventilator, Time Cycled, Transport|Draeger Medical Australia Pty Ltd|OXYLOG 3000||||N||1
10466|VENTILATOR TRANSPORT|DRAEGER MEDICAL AUSTRALIA PTY LTD|OXYLOG 3000||||N||1
10467|Ventilator - Portable|DRAEGER MEDICAL AUSTRALIA PTY LTD|OXYLOG 3000 PLUS (5704811)||||N||1
10468|OXYLOG 3000 PLUS|DRAEGER MEDICAL AUSTRALIA PTY LTD|OXYLOG 3000 PLUS (5704811)||||N||1
10469|Ventilator|DRAEGER MEDICAL AUSTRALIA PTY LTD|OXYLOG 3000 PLUS (5704811)||||N||1
10470|VENTILATOR TRANSPORT|DRAEGER MEDICAL AUSTRALIA PTY LTD|OXYLOG 3000 PLUS (5704811)||||N||1
10471|VENTILATOR TRANSPORT|DRAEGER MEDICAL AUSTRALIA PTY LTD|OXYLOG 3000+||||N||1
